font_name,accuracy,font_size,vox_atypl,underlined,bold
FUTURA55REGULAR,95.95%,24,lineal,False,False
FUTURA55REGULAR,95.02%,26,lineal,False,False
FUTURA55REGULAR,95.64%,28,lineal,False,False
FUTURA55REGULAR,96.26%,30,lineal,False,False
FUTURA55REGULAR,95.95%,32,lineal,False,False
FUTURA55REGULAR,95.64%,34,lineal,False,False
peignot,73.52%,10,lineal,False,False
peignot,78.82%,12,lineal,False,False
peignot,65.11%,14,lineal,False,False
peignot,72.59%,16,lineal,False,False
peignot,74.14%,18,lineal,False,False
peignot,38.94%,20,lineal,False,False
peignot,72.27%,22,lineal,False,False
peignot,58.26%,24,lineal,False,False
peignot,35.51%,26,lineal,False,False
peignot,57.01%,28,lineal,False,False
peignot,54.83%,30,lineal,False,False
peignot,58.26%,32,lineal,False,False
peignot,63.24%,34,lineal,False,False
AshleyScriptMTStdRg,97.51%,10,manual,True,False
AshleyScriptMTStdRg,97.51%,12,manual,True,False
AshleyScriptMTStdRg,97.20%,14,manual,True,False
AshleyScriptMTStdRg,97.20%,16,manual,True,False
AshleyScriptMTStdRg,96.88%,18,manual,True,False
AshleyScriptMTStdRg,96.88%,20,manual,True,False
AshleyScriptMTStdRg,95.95%,22,manual,True,False
AshleyScriptMTStdRg,96.26%,24,manual,True,False
AshleyScriptMTStdRg,96.26%,26,manual,True,False
AshleyScriptMTStdRg,95.95%,28,manual,True,False
AshleyScriptMTStdRg,95.95%,30,manual,True,False
AshleyScriptMTStdRg,95.33%,32,manual,True,False
AshleyScriptMTStdRg,95.33%,34,manual,True,False
balzac,93.15%,10,manual,True,False
balzac,95.64%,12,manual,True,False
balzac,93.46%,14,manual,True,False
balzac,96.57%,16,manual,True,False
balzac,95.64%,18,manual,True,False
balzac,89.41%,20,manual,True,False
balzac,95.64%,22,manual,True,False
balzac,94.08%,24,manual,True,False
balzac,95.64%,26,manual,True,False
balzac,95.95%,28,manual,True,False
balzac,93.15%,30,manual,True,False
balzac,94.39%,32,manual,True,False
balzac,92.83%,34,manual,True,False
BreitkopfFraktur,97.20%,10,manual,True,False
BreitkopfFraktur,96.88%,12,manual,True,False
BreitkopfFraktur,96.88%,14,manual,True,False
BreitkopfFraktur,96.57%,16,manual,True,False
BreitkopfFraktur,98.44%,18,manual,True,False
BreitkopfFraktur,96.57%,20,manual,True,False
BreitkopfFraktur,96.26%,22,manual,True,False
BreitkopfFraktur,96.26%,24,manual,True,False
BreitkopfFraktur,96.26%,26,manual,True,False
BreitkopfFraktur,95.64%,28,manual,True,False
BreitkopfFraktur,95.64%,30,manual,True,False
BreitkopfFraktur,95.64%,32,manual,True,False
BreitkopfFraktur,95.95%,34,manual,True,False
Dom Regular,97.20%,10,manual,True,False
Dom Regular,97.51%,12,manual,True,False
Dom Regular,97.20%,14,manual,True,False
Dom Regular,97.20%,16,manual,True,False
Dom Regular,97.20%,18,manual,True,False
Dom Regular,96.88%,20,manual,True,False
Dom Regular,96.26%,22,manual,True,False
Dom Regular,96.57%,24,manual,True,False
Dom Regular,96.57%,26,manual,True,False
Dom Regular,96.88%,28,manual,True,False
Dom Regular,95.95%,30,manual,True,False
Dom Regular,95.95%,32,manual,True,False
Dom Regular,95.64%,34,manual,True,False
Libra Regular,97.51%,10,manual,True,False
Libra Regular,96.57%,12,manual,True,False
Libra Regular,93.15%,14,manual,True,False
Libra Regular,96.88%,16,manual,True,False
Libra Regular,93.46%,18,manual,True,False
Libra Regular,93.15%,20,manual,True,False
Libra Regular,95.95%,22,manual,True,False
Libra Regular,90.97%,24,manual,True,False
Libra Regular,90.34%,26,manual,True,False
Libra Regular,92.52%,28,manual,True,False
Libra Regular,88.47%,30,manual,True,False
Libra Regular,86.60%,32,manual,True,False
Libra Regular,92.83%,34,manual,True,False
AshleyScriptMTStdRg,97.51%,10,manual,False,False
AshleyScriptMTStdRg,97.51%,12,manual,False,False
AshleyScriptMTStdRg,97.20%,14,manual,False,False
AshleyScriptMTStdRg,97.20%,16,manual,False,False
AshleyScriptMTStdRg,96.88%,18,manual,False,False
AshleyScriptMTStdRg,96.88%,20,manual,False,False
AshleyScriptMTStdRg,95.02%,22,manual,False,False
AshleyScriptMTStdRg,96.26%,24,manual,False,False
AshleyScriptMTStdRg,96.26%,26,manual,False,False
AshleyScriptMTStdRg,95.95%,28,manual,False,False
AshleyScriptMTStdRg,95.95%,30,manual,False,False
AshleyScriptMTStdRg,95.33%,32,manual,False,False
AshleyScriptMTStdRg,95.33%,34,manual,False,False
balzac,96.88%,10,manual,False,False
balzac,94.08%,12,manual,False,False
balzac,91.28%,14,manual,False,False
balzac,95.64%,16,manual,False,False
balzac,95.95%,18,manual,False,False
balzac,96.26%,20,manual,False,False
balzac,95.02%,22,manual,False,False
balzac,96.57%,24,manual,False,False
balzac,95.64%,26,manual,False,False
balzac,95.64%,28,manual,False,False
balzac,91.28%,30,manual,False,False
balzac,94.08%,32,manual,False,False
balzac,94.39%,34,manual,False,False
BreitkopfFraktur,97.51%,10,manual,False,False
BreitkopfFraktur,97.20%,12,manual,False,False
BreitkopfFraktur,96.88%,14,manual,False,False
BreitkopfFraktur,96.88%,16,manual,False,False
BreitkopfFraktur,98.75%,18,manual,False,False
BreitkopfFraktur,96.88%,20,manual,False,False
BreitkopfFraktur,96.26%,22,manual,False,False
BreitkopfFraktur,96.57%,24,manual,False,False
